STATECD,COUNTYCD,PLOT,start_year,end_year,mortality_pct
17,49,20048,2014,2021,0.0
17,49,20059,2004,2009,0.0
17,49,20059,2009,2014,4.0
17,49,20059,2014,2021,0.0
17,49,20063,2003,2008,0.0
17,49,20063,2008,2013,3.7037037037037037
17,49,20063,2013,2020,0.0
17,49,20064,2003,2008,0.0
17,49,20064,2008,2013,2.5641025641025643
17,49,20064,2013,2020,5.2631578947368425
17,49,20079,2005,2010,0.0
17,49,20079,2010,2016,0.0
17,49,20079,2016,2023,2.127659574468085
17,51,3,1985,1998,0.0
17,51,4,1985,1998,11.11111111111111
17,51,5,1985,1998,0.0
17,51,11,1985,1998,16.216216216216218
17,51,17,1985,1998,32.25806451612903
17,51,23,1985,1998,0.0
17,51,33,1985,1998,14.285714285714286
17,51,34,1985,1998,0.0
17,51,38,1985,1998,27.586206896551722
17,51,43,1985,1998,0.0
17,51,50,1985,1998,36.666666666666664
17,51,63,1985,1998,0.0
17,51,64,1985,1998,0.0
17,51,65,1985,1998,0.0
17,51,66,1985,1998,34.146341463414636
17,51,67,1985,1998,35.0
17,51,83,1985,1998,0.0
17,51,88,1985,1998,0.0
17,51,90,1985,1998,39.39393939393939
17,51,96,1985,1998,25.0
17,51,97,1985,1998,0.0
17,51,104,1985,1998,0.0
17,51,113,1985,1998,34.21052631578947
17,51,20012,2001,2006,4.545454545454546
17,51,20012,2006,2011,0.0
17,51,20012,2011,2018,0.0
17,51,20016,2003,2008,0.0
17,51,20016,2008,2013,3.7037037037037037
17,51,20016,2013,2020,3.8461538461538463
17,51,20024,2002,2012,42.857142857142854
17,51,20024,2012,2018,0.0
17,51,20056,2013,2019,0.0
17,51,20059,2004,2009,0.0
17,51,20059,2009,2014,8.695652173913043
17,51,20059,2014,2021,4.761904761904762
17,51,20060,2007,2012,0.0
17,51,20060,2012,2018,0.0
17,51,20081,2002,2007,0.0
17,51,20081,2007,2012,0.0
17,51,20081,2012,2018,0.0
17,51,20093,2001,2006,0.0
17,51,20093,2006,2011,27.272727272727273
17,51,20093,2011,2018,0.0
17,51,20095,2001,2006,0.0
17,51,20095,2006,2011,0.0
17,51,20095,2011,2016,0.0
17,51,20100,2005,2010,0.0
17,51,20100,2010,2015,0.0
17,51,20100,2015,2022,0.0
17,51,20102,2001,2006,0.0
17,51,20102,2006,2011,0.0
17,51,20102,2011,2017,11.538461538461538
17,51,20102,2017,2024,0.0
17,51,20103,2002,2007,0.0
17,51,20103,2007,2012,0.0
17,51,20103,2012,2018,0.0
17,51,20105,2005,2010,11.764705882352942
17,51,20105,2010,2016,6.666666666666667
17,51,20105,2016,2023,0.0
17,51,20108,2001,2006,50.0
17,51,20108,2006,2011,0.0
17,51,20112,2005,2010,9.090909090909092
17,51,20112,2010,2016,0.0
17,51,20112,2016,2023,4.166666666666667
17,51,20116,2007,2012,0.0
17,51,20116,2012,2018,0.0
17,51,20118,2001,2006,24.0
17,51,20118,2006,2011,0.0
17,51,20118,2011,2016,0.0
17,51,20118,2016,2023,0.0
17,51,20125,2001,2006,0.0
17,51,20125,2006,2024,38.46153846153846
17,51,20131,2005,2010,0.0
17,51,20131,2010,2016,0.0
17,51,20131,2016,2023,0.0
17,51,20140,2007,2012,0.0
17,51,20140,2012,2019,0.0
17,51,20141,2009,2014,0.0
17,51,20141,2014,2021,0.0
17,51,20150,2001,2006,0.0
17,51,20150,2006,2011,0.0
17,51,20150,2011,2017,0.0
17,51,20150,2017,2024,0.0
17,51,20159,2004,2009,0.0
17,51,20159,2009,2014,0.0
17,51,20159,2014,2021,0.0
17,51,20200,2003,2008,0.0
17,51,20200,2008,2020,26.666666666666668
17,55,16,1985,1998,68.42105263157895
17,55,20,1985,1998,37.5
17,55,25,1985,1998,32.432432432432435
17,55,31,1985,1998,50.0
17,55,40,1985,1998,13.043478260869565
17,55,42,1985,1998,20.512820512820515
17,55,45,1985,1998,20.0
17,55,47,1985,1998,13.513513513513514
17,55,48,1985,1998,13.636363636363637
17,55,49,1985,1998,0.0
17,55,51,1985,1998,33.333333333333336
17,55,56,1985,1998,43.75
17,55,62,1985,1998,30.0
17,55,64,1985,1998,0.0
17,55,72,1985,1998,53.65853658536585
17,55,78,1985,1998,3.7037037037037037
17,55,79,1985,1998,0.0
17,55,80,1985,1998,36.666666666666664
17,55,20001,2002,2007,0.0
17,55,20001,2007,2012,6.451612903225806
17,55,20001,2012,2018,6.896551724137931
17,55,20006,2007,2012,0.0
17,55,20006,2012,2018,0.0
17,55,20011,2003,2008,0.0
17,55,20011,2008,2013,0.0
17,55,20011,2013,2020,0.0
17,55,20014,2005,2010,0.0
17,55,20014,2010,2015,3.225806451612903
17,55,20014,2015,2022,0.0
17,55,20030,2001,2006,0.0
17,55,20030,2006,2011,0.0
17,55,20030,2011,2018,0.0
17,55,20044,2001,2006,0.0
17,55,20044,2006,2011,8.695652173913043
17,55,20044,2011,2017,0.0
17,55,20044,2017,2024,9.090909090909092
17,55,20073,2001,2006,0.0
17,55,20073,2006,2011,0.0
17,55,20073,2011,2017,14.285714285714286
17,55,20073,2017,2024,0.0
17,55,20082,2001,2006,0.0
17,55,20082,2006,2011,25.0
17,55,20082,2011,2017,11.11111111111111
17,55,20082,2017,2024,0.0
17,55,20085,2001,2006,0.0
17,55,20085,2006,2011,3.3333333333333335
17,55,20085,2011,2017,17.24137931034483
17,55,20085,2017,2024,4.166666666666667
17,55,20203,2004,2009,0.0
17,55,20203,2009,2014,54.54545454545455
17,57,19,1985,1998,42.30769230769231
17,57,22,1985,1998,0.0
17,57,27,1985,1998,35.294117647058826
17,57,32,1985,1998,0.0
17,57,58,1985,1998,0.0
17,57,59,1985,1998,46.42857142857143
17,57,70,1985,1998,0.0
17,57,71,1985,1998,0.0
17,57,73,1985,1998,12.5
17,57,76,1985,1998,0.0
17,57,80,1985,1998,0.0
17,57,84,1985,1998,0.0
17,57,91,1985,1998,0.0
17,57,93,1985,1998,0.0
17,57,94,1985,1998,0.0
17,57,100,1985,1998,0.0
17,57,101,1985,1998,0.0
17,57,105,1985,1998,0.0
17,57,117,1985,1998,0.0
17,57,133,1985,1998,50.0
17,57,144,1985,1998,0.0
17,57,150,1985,1998,0.0
17,57,156,1985,1998,18.75
17,57,165,1985,1998,0.0
17,57,166,1985,1998,0.0
17,57,167,1985,1998,0.0
17,57,20014,2004,2009,0.0
17,57,20014,2009,2014,0.0
17,57,20014,2014,2021,9.523809523809524
17,57,20019,2005,2010,0.0
17,57,20019,2010,2016,0.0
17,57,20019,2016,2023,0.0
17,57,20023,2001,2011,0.0
17,57,20023,2011,2017,0.0
17,57,20025,2005,2010,4.761904761904762
17,57,20025,2010,2015,0.0
17,57,20025,2015,2022,0.0
17,57,20029,2003,2008,12.0
17,57,20029,2008,2013,4.545454545454546
17,57,20029,2013,2020,9.523809523809524
17,57,20032,2004,2009,0.0
17,57,20032,2009,2014,0.0
17,57,20032,2014,2021,0.0
17,57,20034,2007,2012,0.0
17,57,20034,2012,2018,0.0
17,57,20035,2008,2013,0.0
17,57,20035,2013,2020,0.0
17,57,20036,2004,2009,0.0
17,57,20036,2009,2015,0.0
17,57,20036,2015,2022,0.0
17,57,20037,2002,2007,0.0
17,57,20037,2007,2012,0.0
17,57,20045,2012,2018,0.0
17,57,20050,2003,2008,0.0
17,57,20050,2008,2013,6.25
17,57,20050,2013,2020,80.0
17,57,20053,2007,2012,0.0
17,57,20053,2012,2019,0.0
17,57,20056,2016,2023,0.0
17,57,20057,2004,2009,0.0
17,57,20057,2009,2014,25.0
17,57,20057,2014,2021,0.0
17,57,20058,2001,2006,0.0
17,57,20058,2006,2011,0.0
17,57,20058,2011,2018,0.0
17,57,20075,2003,2008,0.0
17,57,20075,2008,2013,0.0
17,57,20080,2001,2006,0.0
17,57,20080,2006,2017,0.0
17,57,20087,2011,2017,0.0
17,57,20088,2015,2022,0.0
17,57,20109,2005,2010,0.0
17,57,20109,2010,2015,0.0
17,57,20109,2015,2022,0.0
17,57,20110,2001,2006,0.0
17,57,20110,2006,2011,4.761904761904762
17,57,20110,2011,2017,0.0
17,57,20110,2017,2024,8.695652173913043
17,57,20114,2013,2019,0.0
17,57,20119,2003,2008,0.0
17,57,20119,2008,2020,14.285714285714286
17,57,20123,2003,2019,2.857142857142857
17,57,20127,2001,2006,0.0
17,57,20127,2006,2011,0.0
17,57,20127,2011,2017,31.25
17,57,20128,2016,2023,0.0
17,57,20149,2005,2010,0.0
17,57,20149,2010,2016,0.0
17,57,20154,2003,2008,0.0
17,57,20154,2008,2013,5.555555555555555
17,57,20200,2002,2007,0.0
17,57,20200,2007,2012,0.0
17,57,20200,2012,2018,0.0
17,57,20201,2004,2009,0.0
17,57,20201,2009,2014,0.0
17,57,20201,2014,2021,0.0
17,57,20204,2004,2009,0.0
17,57,20204,2009,2014,0.0
17,57,20204,2014,2021,9.375
17,59,31,1985,1998,10.714285714285714
17,59,46,1985,1998,3.0303030303030303
17,59,48,1985,1998,0.0
17,59,57,1985,1998,0.0
17,59,9001,1985,1998,0.0
17,59,9002,1985,1998,0.0
17,59,9003,1985,1998,0.0
17,59,9004,1985,1998,0.0
17,59,9005,1985,1998,0.0
17,59,10202,2008,2013,0.0
17,59,10202,2013,2020,13.513513513513514
17,59,10203,2008,2013,0.0
17,59,10203,2013,2020,7.6923076923076925
17,59,20002,2003,2008,12.0
17,59,20002,2008,2013,9.090909090909092
17,59,20002,2013,2020,15.0
17,59,20014,2004,2009,6.0606060606060606
17,59,20014,2009,2015,0.0
17,59,20014,2015,2022,9.67741935483871
17,59,20056,2002,2007,0.0
17,59,20056,2007,2012,0.0
17,59,20056,2012,2018,5.405405405405405
17,59,20064,2001,2006,2.4390243902439024
17,59,20064,2006,2011,7.5
17,59,20064,2011,2017,2.7027027027027026
17,59,20064,2017,2024,11.11111111111111
17,59,20200,2003,2008,0.0
17,59,20200,2008,2013,0.0
17,59,20200,2013,2020,8.823529411764707
17,59,20201,2005,2010,0.0
17,59,20201,2010,2015,0.0
17,59,20201,2015,2022,0.0
17,59,29002,2002,2007,0.0
17,59,29002,2007,2012,0.0
17,59,29002,2012,2019,0.0
17,59,29005,2004,2009,0.0
17,59,29005,2009,2014,0.0
17,59,29005,2014,2021,0.0
17,61,1,1985,1998,0.0
17,61,2,1985,1998,0.0
17,61,12,1985,1998,0.0
17,61,13,1985,1998,24.0
17,61,19,1985,1998,0.0
17,61,25,1985,1998,0.0
17,61,61,1985,1998,30.76923076923077
17,61,64,1985,1998,29.72972972972973
17,61,69,1985,1998,0.0
17,61,87,1985,1998,24.137931034482758
17,61,90,1985,1998,0.0
17,61,20022,2008,2013,0.0
17,61,20022,2013,2020,0.0
17,61,20039,2002,2007,0.0
17,61,20039,2007,2012,0.0
17,61,20039,2012,2018,0.0
17,61,20054,2005,2010,0.0
17,61,20054,2010,2016,0.0
17,61,20054,2016,2023,11.764705882352942
17,61,20055,2017,2024,0.0
17,61,20066,2004,2009,6.451612903225806
17,61,20066,2009,2014,0.0
17,61,20066,2014,2021,13.793103448275861
17,61,20102,2005,2010,62.5
17,61,20102,2010,2015,0.0
17,61,20102,2015,2022,0.0
17,61,20120,2002,2007,0.0
17,61,20120,2007,2012,0.0
17,61,20120,2012,2018,0.0
17,61,20123,2005,2010,0.0
17,61,20123,2010,2016,0.0
17,61,20123,2016,2023,0.0
17,63,62,1985,1998,0.0
17,63,20041,2005,2010,1.6666666666666667
17,63,20041,2010,2016,1.694915254237288
17,63,20041,2016,2023,12.068965517241379
17,63,20058,2008,2013,0.0
17,63,20073,2002,2007,0.0
17,63,20073,2007,2012,66.66666666666667
17,65,1,1985,1998,0.0
17,65,26,1985,1998,0.0
17,65,38,1985,1998,41.46341463414634
17,65,52,1985,1998,0.0
17,65,55,1985,1998,22.857142857142858
17,65,56,1985,1998,20.0
17,65,63,1985,1998,0.0
17,65,68,1985,1998,0.0
17,65,76,1985,1998,0.0
17,65,84,1985,1998,0.0
17,65,20009,2016,2023,0.0
17,65,20019,2003,2008,30.434782608695652
17,65,20019,2008,2013,0.0
17,65,20019,2013,2020,5.882352941176471
17,65,20041,2002,2012,0.0
17,65,20041,2012,2018,0.0
17,65,20042,2001,2006,0.0
17,65,20042,2006,2011,6.451612903225806
17,65,20042,2011,2016,0.0
17,65,20042,2016,2023,9.67741935483871
17,65,20078,2005,2010,5.555555555555555
17,65,20078,2010,2016,0.0
17,65,20078,2016,2023,0.0
17,65,20079,2009,2022,44.73684210526316
17,65,20082,2003,2008,0.0
17,65,20082,2008,2019,83.33333333333333
17,65,20087,2002,2007,0.0
17,65,20087,2007,2012,28.571428571428573
17,65,20087,2012,2018,10.0
17,65,20089,2003,2008,0.0
17,65,20089,2008,2013,0.0
17,65,20089,2013,2019,0.0
17,65,20092,2004,2009,0.0
17,65,20092,2009,2014,0.0
17,65,20092,2014,2021,0.0
17,65,20094,2004,2009,0.0
17,65,20094,2009,2015,0.0
17,65,20094,2015,2022,0.0
17,65,20096,2003,2008,0.0
17,65,20096,2008,2013,0.0
17,65,20096,2013,2020,0.0
17,65,20203,2002,2007,0.0
17,65,20203,2007,2012,0.0
17,65,20203,2012,2018,8.0
17,67,34,1985,1998,53.84615384615385
17,67,35,1985,1998,23.076923076923077
17,67,43,1985,1998,0.0
17,67,46,1985,1998,0.0
17,67,52,1985,1998,25.0
17,67,55,1985,1998,42.30769230769231
17,67,59,1985,1998,0.0
17,67,79,1985,1998,0.0
17,67,82,1985,1998,0.0
17,67,89,1985,1998,0.0
17,67,104,1985,1998,0.0
17,67,105,1985,1998,0.0
17,67,109,1985,1998,0.0
17,67,118,1985,1998,0.0
17,67,125,1985,1998,0.0
17,67,132,1985,1998,0.0
17,67,137,1985,1998,0.0
17,67,20001,2001,2006,0.0
17,67,20001,2006,2011,66.66666666666667
17,67,20001,2011,2017,0.0
17,67,20012,2005,2010,0.0
17,67,20012,2010,2016,0.0
17,67,20012,2016,2023,0.0
17,67,20018,2004,2009,20.0
17,67,20018,2009,2014,0.0
17,67,20018,2014,2021,6.666666666666667
17,67,20019,2001,2006,0.0
17,67,20019,2006,2011,0.0
17,67,20019,2011,2018,0.0
17,67,20027,2009,2015,0.0
17,67,20027,2015,2022,0.0
17,67,20044,2005,2010,0.0
17,67,20044,2010,2016,21.428571428571427
17,67,20044,2016,2023,0.0
17,67,20070,2004,2009,0.0
17,67,20070,2009,2014,0.0
17,67,20070,2014,2021,0.0
17,67,20071,2005,2010,0.0
17,67,20071,2010,2016,0.0
17,67,20071,2016,2023,0.0
17,67,20073,2002,2007,0.0
17,67,20073,2007,2012,27.272727272727273
17,67,20073,2012,2018,12.5
17,67,20088,2005,2010,0.0
17,67,20088,2010,2015,0.0
17,67,20088,2015,2022,0.0
17,67,20099,2004,2009,0.0
17,67,20099,2009,2014,5.714285714285714
17,67,20099,2014,2021,9.090909090909092
17,67,20105,2001,2006,0.0
17,67,20105,2006,2011,2.380952380952381
17,67,20105,2011,2017,4.878048780487805
17,67,20105,2017,2024,87.17948717948718
17,67,20138,2004,2009,14.285714285714286
17,67,20138,2009,2015,0.0
17,67,20138,2015,2022,7.6923076923076925
17,67,20139,2004,2009,0.0
17,67,20139,2009,2014,2.857142857142857
17,67,20139,2014,2021,0.0
17,67,20148,2006,2011,0.0
17,67,20148,2011,2017,0.0
17,69,3,1985,1998,0.0
17,69,4,1985,1998,15.789473684210526
17,69,5,1985,1998,0.0
17,69,12,1985,1998,0.0
17,69,13,1985,1998,14.285714285714286
17,69,15,1985,1998,38.297872340425535
17,69,17,1985,1998,36.666666666666664
17,69,19,1985,1998,0.0
17,69,21,1985,1998,40.90909090909091
17,69,23,1985,1998,36.666666666666664
17,69,9001,1985,1998,0.0
17,69,9002,1985,1998,0.0
17,69,9003,1985,1998,0.0
17,69,9004,1985,1998,0.0
17,69,9005,1985,1998,0.0
17,69,9006,1985,1998,0.0
17,69,9008,1985,1998,0.0
17,69,9009,1985,1998,0.0
17,69,9010,1985,1998,0.0
17,69,10207,2006,2011,0.0
17,69,10207,2011,2017,0.0
17,69,10207,2017,2024,69.56521739130434
17,69,10208,2006,2011,0.0
17,69,10208,2011,2017,0.0
17,69,10208,2017,2024,0.0
17,69,10209,2006,2011,0.0
17,69,10209,2011,2018,0.0
17,69,10210,2005,2010,0.0
17,69,10210,2010,2016,0.0
17,69,10211,2007,2012,0.0
17,69,10212,2007,2012,0.0
17,69,10212,2012,2019,7.407407407407407
17,69,10213,2007,2012,0.0
17,69,10213,2012,2018,0.0
17,69,20011,2005,2010,0.0
17,69,20011,2010,2016,0.0
17,69,20011,2016,2023,0.0
17,69,20021,2007,2012,0.0
17,69,20021,2012,2018,0.0
17,69,20023,2002,2007,0.0
17,69,20023,2007,2012,0.0
17,69,20023,2012,2019,0.0
17,69,20025,2004,2009,0.0
17,69,20025,2009,2014,6.666666666666667
17,69,20025,2014,2021,3.5714285714285716
17,69,20030,2004,2009,0.0
17,69,20030,2009,2015,0.0
17,69,20030,2015,2022,10.526315789473685
17,69,20200,2003,2008,0.0
17,69,20200,2008,2013,2.7777777777777777
17,69,20200,2013,2020,5.714285714285714
17,69,20202,2003,2008,0.0
17,69,20202,2008,2013,1.4705882352941178
17,69,20202,2013,2020,1.492537313432836
17,69,20203,2004,2009,0.0
17,69,20203,2009,2014,0.0
17,69,20203,2014,2021,0.0
17,69,20204,2004,2009,0.0
17,69,20204,2009,2014,0.0
17,69,20204,2014,2021,0.0
17,69,20205,2005,2010,0.0
17,69,20205,2010,2016,0.0
17,69,20205,2016,2023,3.0303030303030303
17,69,20206,2005,2010,0.0
17,69,20206,2010,2016,8.333333333333334
17,69,20206,2016,2023,12.121212121212121
17,69,29003,2005,2010,0.0
17,69,29003,2010,2016,0.0
17,69,29003,2016,2023,0.0
17,69,29004,2001,2006,0.0
17,69,29004,2006,2011,0.0
17,69,29004,2011,2016,0.0
17,69,29004,2016,2023,0.0
17,69,29006,2011,2017,0.0
17,69,29006,2017,2024,0.0
17,69,29007,2002,2007,0.0
17,69,29007,2007,2012,0.0
17,69,29007,2012,2018,0.0
17,69,29008,2001,2006,0.0
17,69,29008,2006,2011,0.0
17,69,29008,2011,2023,9.523809523809524
17,69,29009,2005,2010,7.6923076923076925
17,69,29009,2010,2016,4.166666666666667
17,69,29009,2016,2023,21.73913043478261
17,69,29990,2003,2008,12.0
17,69,29990,2008,2013,0.0
17,69,29990,2013,2020,9.090909090909092
17,71,2,1985,1998,6.666666666666667
17,71,9,1985,1998,0.0
17,71,11,1985,1998,37.5
17,71,20,1985,1998,16.666666666666668
17,71,23,1985,1998,17.94871794871795
17,71,41,1985,1998,0.0
17,71,42,1985,1998,17.24137931034483
17,71,46,1985,1998,17.24137931034483
17,71,50,1985,1998,41.37931034482759
17,71,52,1985,1998,6.25
17,71,61,1985,1998,0.0
17,71,63,1985,1998,15.151515151515152
17,71,69,1985,1998,0.0
17,71,20005,2001,2006,4.0
17,71,20005,2006,2011,0.0
17,71,20005,2011,2017,0.0
17,71,20005,2017,2024,12.5
17,71,20018,2003,2008,0.0
17,71,20018,2008,2013,0.0
17,71,20024,2003,2008,0.0
17,71,20024,2008,2013,0.0
17,71,20024,2013,2020,0.0
17,71,20035,2002,2007,0.0
17,71,20035,2007,2012,2.6315789473684212
17,71,20037,2002,2007,0.0
17,71,20037,2007,2012,3.3333333333333335
17,71,20037,2012,2019,0.0
17,71,20039,2005,2010,0.0
17,71,20039,2010,2015,9.67741935483871
17,71,20039,2015,2022,14.285714285714286
17,71,20042,2004,2014,0.0
17,71,20042,2014,2021,0.0
17,71,20059,2003,2008,4.0
17,71,20059,2008,2013,0.0
17,71,20059,2013,2019,0.0
17,71,20067,2001,2006,0.0
17,71,20067,2006,2011,0.0
17,71,20067,2011,2018,0.0
17,73,6,1985,1998,0.0
17,73,24,1985,1998,0.0
17,73,28,1985,1998,0.0
17,73,80,1985,1998,0.0
17,73,98,1985,1998,0.0
17,73,126,1985,1998,61.76470588235294
17,73,131,1985,1998,0.0
17,73,132,1985,1998,0.0
17,73,138,1985,1998,0.0
17,73,20001,2003,2013,0.0
17,73,20001,2013,2020,0.0
17,73,20032,2004,2009,0.0
17,73,20032,2009,2015,18.51851851851852
17,73,20032,2015,2022,0.0
17,73,20060,2007,2012,0.0
17,73,20073,2004,2009,0.0
17,73,20073,2009,2014,0.0
17,73,20073,2014,2021,0.0
17,73,20078,2001,2006,56.25
17,73,20078,2006,2011,0.0
17,73,20078,2011,2018,0.0
17,73,20093,2002,2007,0.0
17,73,20093,2007,2012,14.285714285714286
17,73,20093,2012,2019,0.0
17,73,20103,2005,2010,11.538461538461538
17,73,20103,2010,2016,13.043478260869565
17,73,20103,2016,2023,0.0
17,73,20126,2001,2006,0.0
17,73,20126,2006,2011,0.0
17,73,20126,2011,2023,8.333333333333334
17,73,20151,2005,2010,0.0
17,75,9,1985,1998,16.666666666666668
17,75,14,1985,1998,17.142857142857142
17,75,107,1985,1998,0.0
17,75,120,1985,1998,0.0
17,75,157,1985,1998,32.432432432432435
17,75,160,1985,1998,0.0
17,75,169,1985,1998,0.0
17,75,20063,2005,2010,0.0
17,75,20063,2010,2015,0.0
17,75,20096,2004,2009,4.3478260869565215
17,75,20096,2009,2014,4.545454545454546
17,75,20096,2014,2021,33.333333333333336
17,75,20179,2002,2007,0.0
17,75,20179,2007,2012,5.128205128205129
17,75,20179,2012,2018,0.0
17,75,20192,2010,2022,55.55555555555556
17,75,20213,2003,2008,11.11111111111111
17,75,20213,2008,2019,37.5
17,77,2,1985,1998,0.0
17,77,6,1985,1998,32.25806451612903
17,77,34,1985,1998,29.166666666666668
17,77,36,1985,1998,0.0
17,77,38,1985,1998,45.0
17,77,42,1985,1998,29.032258064516128
17,77,45,1985,1998,5.0
17,77,50,1985,1998,18.51851851851852
17,77,53,1985,1998,14.814814814814815
17,77,56,1985,1998,0.0
17,77,58,1985,1998,0.0
17,77,79,1985,1998,25.806451612903224
17,77,85,1985,1998,0.0
17,77,87,1985,1998,0.0
17,77,90,1985,1998,23.68421052631579
17,77,91,1985,1998,0.0
17,77,92,1985,1998,46.15384615384615
17,77,93,1985,1998,28.88888888888889
17,77,99,1985,1998,0.0
17,77,100,1985,1998,50.0
17,77,9001,1985,1998,0.0
17,77,9002,1985,1998,0.0
17,77,9003,1985,1998,0.0
17,77,9004,1985,1998,0.0
17,77,9005,1985,1998,0.0
17,77,9006,1985,1998,0.0
17,77,9007,1985,1998,0.0
17,77,9008,1985,1998,0.0
17,77,9009,1985,1998,0.0
17,77,9010,1985,1998,0.0
17,77,9011,1985,1998,0.0
17,77,9012,1985,1998,0.0
17,77,9013,1985,1998,0.0
17,77,9014,1985,1998,0.0
17,77,9015,1985,1998,0.0
17,77,9016,1985,1998,0.0
17,77,9017,1985,1998,0.0
17,77,9018,1985,1998,0.0
17,77,9019,1985,1998,0.0
17,77,9020,1985,1998,0.0
17,77,10211,2006,2011,0.0
17,77,10211,2011,2017,0.0
17,77,10211,2017,2024,8.0
17,77,10212,2006,2011,0.0
17,77,10212,2011,2017,0.0
17,77,10212,2017,2024,13.513513513513514
17,77,10213,2006,2011,0.0
17,77,10213,2011,2017,0.0
17,77,10213,2017,2024,8.333333333333334
17,77,10214,2006,2011,0.0
17,77,10214,2011,2017,0.0
17,77,10214,2017,2024,0.0
17,77,10215,2006,2011,0.0
17,77,10215,2011,2016,0.0
17,77,10215,2016,2023,0.0
17,77,10216,2006,2011,0.0
17,77,10216,2011,2017,0.0
17,77,10216,2017,2024,0.0
17,77,10217,2007,2012,0.0
17,77,10217,2012,2018,0.0
17,77,10218,2007,2012,0.0
17,77,10218,2012,2019,33.333333333333336
17,77,10219,2007,2012,0.0
17,77,10219,2012,2019,0.0
17,77,10220,2007,2012,0.0
17,77,10220,2012,2018,0.0
17,77,10221,2007,2012,0.0
17,77,10221,2012,2018,2.9411764705882355
17,77,10222,2007,2012,0.0
17,77,10222,2012,2019,0.0
17,77,10223,2007,2012,0.0
17,77,10223,2012,2018,0.0
17,77,10224,2008,2013,0.0
17,77,10224,2013,2019,0.0
17,77,10225,2008,2013,0.0
17,77,10225,2013,2019,0.0
17,77,10226,2008,2013,0.0
17,77,10226,2013,2020,0.0
17,77,20002,2004,2015,5.555555555555555
17,77,20002,2015,2022,0.0
17,77,20003,2007,2012,0.0
17,77,20003,2012,2019,0.0
17,77,20011,2001,2006,0.0
17,77,20011,2006,2011,0.0
17,77,20011,2011,2017,3.3333333333333335
17,77,20011,2017,2024,0.0
17,77,20020,2001,2006,0.0
17,77,20020,2006,2011,4.878048780487805
17,77,20020,2011,2017,0.0
17,77,20020,2017,2024,2.5641025641025643
17,77,20032,2006,2011,0.0
17,77,20032,2011,2017,0.0
17,77,20032,2017,2024,64.28571428571429
17,77,20038,2001,2006,0.0
17,77,20038,2006,2011,12.5
17,77,20038,2011,2017,0.0
17,77,20038,2017,2024,0.0
17,77,20044,2003,2008,0.0
17,77,20044,2008,2013,0.0
17,77,20044,2013,2020,9.090909090909092
17,77,20053,2005,2010,0.0
17,77,20053,2010,2015,0.0
17,77,20053,2015,2022,0.0
17,77,20058,2002,2007,2.6315789473684212
17,77,20058,2007,2012,0.0
17,77,20058,2012,2019,12.820512820512821
17,77,20070,2005,2010,0.0
17,77,20070,2010,2015,0.0
17,77,20070,2015,2022,0.0
17,77,20072,2003,2008,0.0
17,77,20072,2008,2013,10.526315789473685
17,77,20072,2013,2019,17.647058823529413
17,77,20078,2003,2008,0.0
17,77,20078,2008,2013,0.0
17,77,20078,2013,2019,0.0
17,77,20082,2001,2006,0.0
17,77,20082,2006,2011,0.0
17,77,20082,2011,2017,0.0
17,77,20082,2017,2024,0.0
17,77,20086,2003,2008,4.166666666666667
17,77,20086,2008,2013,13.043478260869565
17,77,20086,2013,2019,0.0
17,77,20088,2004,2009,0.0
17,77,20088,2009,2014,0.0
17,77,20088,2014,2021,0.0
17,77,20089,2002,2007,0.0
17,77,20089,2007,2012,0.0
17,77,20089,2012,2018,0.0
17,77,20090,2002,2007,0.0
17,77,20090,2007,2012,5.128205128205129
17,77,20090,2012,2018,0.0
17,77,20094,2001,2006,0.0
17,77,20094,2006,2011,0.0
17,77,20094,2011,2016,5.0
17,77,20094,2016,2023,0.0
17,77,20108,2002,2007,0.0
17,77,20108,2007,2012,0.0
17,77,20108,2012,2019,0.0
17,77,20115,2003,2008,0.0
17,77,20115,2008,2013,0.0
17,77,20115,2013,2020,13.88888888888889
17,77,20202,2005,2015,0.0
17,77,20202,2015,2022,0.0
17,77,20204,2006,2011,0.0
17,77,20204,2011,2017,0.0
17,77,20204,2017,2024,0.0
17,77,20205,2004,2009,0.0
17,77,20205,2009,2014,0.0
17,77,20205,2014,2021,9.67741935483871
17,77,20206,2005,2010,0.0
17,77,20206,2010,2015,0.0
17,77,20206,2015,2022,0.0
17,77,20207,2005,2010,0.0
17,77,20207,2010,2015,0.0
17,77,20207,2015,2022,0.0
17,77,20209,2005,2010,0.0
17,77,20209,2010,2015,0.0
17,77,20209,2015,2022,0.0
17,77,20210,2004,2009,0.0
17,77,20210,2009,2014,0.0
17,77,20210,2014,2021,0.0
17,77,29005,2004,2009,4.545454545454546
17,77,29005,2009,2014,0.0
17,77,29005,2014,2021,4.3478260869565215
17,77,29007,2001,2006,0.0
17,77,29007,2006,2011,0.0
17,77,29007,2011,2017,17.391304347826086
17,77,29007,2017,2024,5.2631578947368425
17,77,29010,2003,2008,0.0
17,77,29010,2008,2013,0.0
17,77,29010,2013,2020,65.38461538461539
17,77,29018,2002,2007,0.0
17,77,29018,2007,2012,0.0
17,77,29018,2012,2019,1.8181818181818181
17,77,29994,2012,2018,0.0
17,79,11,1985,1998,0.0
17,79,14,1985,1998,7.407407407407407
17,79,17,1985,1998,0.0
17,79,25,1985,1998,0.0
